YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345
20140309,5799.779745,5676.784424,5469.889244,5342.314359,5190.064129,4992.088487,4942.478807,4765.805238,4684.436012,4707.250412,4608.377245,4548.876184,4551.236776,4402.376308,4330.728519,4394.113848,4324.663109,4341.565165,4240.12111,4227.477936,4270.343109,4295.758273,4305.935707,4321.251037,4273.198207,4359.173478,4393.074687,4551.06431,4577.852121,4803.930312,4878.40051,5044.967261,5293.956949,5802.346365,6055.259606,6243.823338,6542.183116,6616.735279,6800.510412,6934.715247,7046.918833,7213.660378,7379.556859,7493.366571,7524.23653,7724.427846,7600.606958,7494.990642,7213.928486,6942.118578,6857.413134,6724.249885,6544.441373,6583.761875,6702.42537,6834.52676,6815.55259,6863.227023,6860.774087,6909.735904,6895.064654,6990.284219,6900.473471,7041.639802,7084.022788,7102.106595,7210.904802,7330.185896,7541.357903,7603.717845,7808.537516,7843.317254,7716.103306,7715.039507,7918.847565,8059.834737,7931.398783,8020.263684,8073.643948,8006.16745,8002.111201,7936.443947,7857.071563,7873.845773,7967.448833,7777.499359,7743.25574,7627.686448,7426.239564,7225.208519,7027.98162,6855.327731,6570.68676,6292.88458,6000.803224,5706.855394
20140310,5551.963175,5282.695346,5127.823109,4985.400337,4862.571274,4756.957771,4652.921003,4557.972747,4521.524318,4450.837023,4329.363438,4318.667927,4280.881965,4228.568701,4195.443783,4182.800124,4179.2313,4130.906579,4108.86847,4093.939588,4163.678223,4152.86185,4336.947771,4291.789712,4329.490411,4535.832303,4748.829753,4924.582113,5198.088454,5405.777385,5631.487073,5852.849803,6321.806003,6813.450115,7218.862779,7507.819474,7823.840527,7955.699902,8080.687894,8246.940559,8343.609013,8495.53148,8645.894769,8610.366579,8657.501595,8769.689079,8687.270313,8589.395082,8055.072813,7523.217254,7455.069613,7356.921036,7357.316505,7548.30708,7677.229877,7907.366645,7898.954029,8017.260855,8000.475296,7944.447417,7975.794325,7972.710986,8062.208618,8132.123405,8244.70403,8363.989392,8413.760674,8458.357006,8516.541777,8643.73875,8628.060543,8619.062435,8609.127598,8640.307763,8893.576315,9056.537188,8975.221118,8977.920822,8908.67194,8881.75056,8830.109506,8793.249506,8826.748553,8829.764671,8765.345904,8703.7963,8581.459803,8344.606464,8238.547731,8043.775708,7877.967303,7506.789819,7192.521168,6918.923356,6687.788264,6397.76583
20140311,6022.096373,5799.072615,5670.031381,5572.422706,5426.964901,5216.619819,5019.533667,4990.09116,4976.281464,4858.628224,4844.745099,4721.18,4782.342089,4654.442739,4673.048503,4572.482977,4510.825024,4546.705033,4539.081415,4507.765838,4493.005542,4548.711866,4541.685962,4641.718667,4654.067155,4823.99806,5076.629613,5226.876793,5316.532147,5695.434129,5820.754055,6119.121496,6399.445773,6991.089901,7359.895444,7707.932705,7861.794687,8168.295675,8200.613553,8317.506119,8396.098914,8605.737254,8574.397039,8650.525937,8642.632368,8741.480412,8668.487912,8486.320263,7977.062697,7544.705082,7445.704457,7418.885024,7334.82463,7515.325625,7715.303347,7893.40398,7918.680822,8027.62676,8003.765148,8173.485757,8014.69569,8037.93495,8136.916563,8184.588668,8192.663142,8418.329277,8516.071036,8547.945527,8583.394177,8703.460098,8694.206201,8678.630329,8645.294145,8751.796168,8831.689539,8969.823553,8986.646069,9021.452385,9004.432862,8942.487401,8906.641924,8921.739392,8901.041629,8897.83898,8801.330576,8669.602927,8571.898125,8439.782088,8253.131875,8053.132813,7841.796973,7595.420271,7276.915436,7008.283248,6726.966661,6437.889589
20140312,6027.871365,5845.210083,5686.150938,5571.56542,5338.563175,5250.19472,5124.140601,5074.104218,5007.93722,4842.161892,4831.916752,4733.989917,4648.970387,4684.743405,4618.183363,4621.151563,4645.88472,4517.300938,4502.209581,4569.183134,4455.170789,4565.389852,4538.589819,4642.965214,4739.95338,4946.6662,5012.668298,5126.593149,5372.791274,5698.404754,5807.802615,6090.148372,6425.641884,7026.355609,7413.906596,7727.884441,7930.239342,8179.577648,8242.380395,8396.755313,8453.400888,8628.145806,8662.829029,8652.149523,8722.079539,8777.573142,8728.131563,8637.208322,8190.087598,7640.890379,7579.081785,7506.926686,7420.20403,7503.451661,7730.690748,8053.146102,8068.678421,8156.703108,8182.955576,8109.804869,8131.500083,8289.36477,8280.51449,8307.766349,8416.114573,8446.050131,8536.358586,8665.205723,8672.916447,8786.897073,8732.181119,8645.183371,8751.914605,8830.368981,8906.56704,9088.04046,9139.297006,9183.609128,9108.576233,8985.937484,8966.174704,8946.160888,8944.104391,8938.714392,8878.826398,8846.911167,8732.192565,8515.492237,8307.004802,8276.171315,7881.794244,7594.144236,7294.221012,7037.547566,6697.298338,6386.191111
20140313,6084.440601,5925.963068,5743.213322,5553.332039,5373.957311,5244.651267,5096.155616,5084.093084,4963.894079,4958.725822,4845.781932,4810.044901,4707.596217,4732.413667,4704.948602,4736.048257,4603.972475,4526.032393,4549.9944,4559.863471,4587.868923,4619.683759,4624.221225,4704.607162,4861.687895,4909.407821,5000.909473,5174.871407,5499.237467,5697.325338,5866.834778,6158.311727,6502.076332,7059.296809,7276.761497,7551.66134,7743.205009,7950.178371,8101.049358,8214.600856,8336.89671,8411.509983,8571.67551,8564.628848,8589.373257,8558.205411,8581.724128,8355.834408,7823.206826,7471.650502,7333.920493,7170.79472,7224.873578,7273.489687,7406.048141,7756.091168,7781.231628,7896.073323,7803.655797,7845.681629,7811.290279,7880.295691,7873.989721,7907.701974,8021.382385,8130.051776,8163.556546,8151.728075,8247.749539,8230.425921,8261.287829,8227.989572,8147.126201,8322.776711,8454.401152,8851.712861,8843.337105,8943.986924,8757.622861,8780.14306,8634.92727,8593.836809,8655.805065,8574.011464,8540.83727,8493.99403,8369.877583,8260.026053,8132.447385,7867.824013,7727.129005,7420.485427,7114.480691,6771.433207,6559.597623,6281.056497
20140314,6028.194375,5753.067746,5546.080222,5455.372418,5235.88528,5054.762903,4953.181496,4916.391045,4848.875165,4803.288948,4731.214359,4678.366916,4578.760041,4520.520271,4616.285461,4505.020156,4432.117672,4441.01199,4478.066669,4399.722582,4529.226118,4498.316777,4478.258923,4568.041735,4625.460691,4815.100444,4938.894754,5145.123544,5367.024236,5526.13838,5691.186596,5959.657376,6292.241373,6834.548585,7226.467385,7552.745412,7783.707747,7918.436382,8082.772812,8110.347681,8334.545527,8304.354277,8551.846382,8487.205,8527.334967,8550.481398,8484.423816,8284.933519,7795.166842,7318.236563,7221.45491,7123.692878,7223.110797,7318.045764,7434.067755,7695.286233,7701.024753,7795.246382,7836.040411,7796.495354,7787.362804,7767.813618,7879.344606,8030.256333,8009.612599,8153.757121,8122.56648,8252.050131,8239.628602,8304.059688,8259.796842,8296.309194,8268.22944,8280.058881,8407.028486,8620.367861,8630.865395,8718.607812,8661.265971,8515.469539,8565.61301,8584.48727,8537.60426,8493.904984,8418.994309,8328.902746,8159.214244,8116.78528,7945.199458,7854.856859,7608.281792,7356.032031,7203.219104,6862.401941,6647.406776,6229.026958
20140315,5957.189696,5852.385658,5631.851308,5505.092484,5281.919055,5135.794375,5029.960682,5025.219128,4970.620641,4810.732631,4688.389926,4677.262377,4548.561225,4499.7775,4596.903988,4549.849967,4393.073232,4518.386562,4407.537969,4400.329802,4384.264177,4396.033478,4489.707639,4470.126637,4438.681274,4668.531892,4694.263955,4703.266234,4840.875963,5073.422599,5224.173306,5564.064507,5842.552089,6407.088306,6852.135946,7064.6612,7180.539243,7365.605543,7599.653545,7693.224983,7814.77287,7807.707196,8028.053948,8045.812417,8038.089277,8114.108371,8141.167006,7926.961809,7424.158429,7056.27458,6954.148906,6812.887903,6905.165361,7005.380814,7135.906924,7394.652484,7359.804943,7416.811455,7458.244811,7494.252278,7448.91991,7406.74528,7421.028627,7496.262894,7533.407977,7683.294802,7772.388429,7808.154366,7949.202648,7987.031678,7978.166266,8003.427879,7949.358042,7937.709506,8017.582895,8145.471381,8184.108421,8175.495888,8171.697368,8051.953487,8002.312961,8010.791925,7999.653997,7970.199753,7876.195016,7862.773223,7811.851036,7726.899309,7619.590246,7470.374564,7348.236529,7155.096628,6983.971653,6604.706406,6350.075198,6101.7713
20140316,5859.384111,5635.708125,5521.239589,5293.636267,5142.985567,5083.4556,4859.926957,4821.462771,4623.962138,4557.914547,4560.209761,4463.650723,4467.378142,4415.436291,4341.086858,4322.137229,4219.635971,4170.243668,4153.534836,4213.657861,4210.254713,4181.710814,4256.936448,4209.831308,4208.823963,4356.073552,4333.129754,4442.605312,4608.58046,4762.591628,4889.828371,5089.86051,5199.391455,5587.192993,5792.358857,5978.532121,6156.390157,6326.93449,6584.412163,6764.707615,6724.332335,6881.272903,6924.436448,6994.303996,7049.428611,7160.213281,7275.002014,7194.038248,6790.980453,6448.60838,6410.432187,6227.963741,6227.975575,6261.410214,6309.929129,6449.979087,6435.357113,6482.897007,6503.883733,6469.821019,6413.888297,6437.828479,6501.215748,6597.4025,6718.158964,6714.072451,6798.767031,6901.914309,7065.331373,7220.340477,7160.676941,7313.947417,7306.75671,7326.049622,7528.414029,7585.151463,7602.80653,7582.320033,7581.115099,7500.964096,7420.835403,7484.443347,7466.777319,7420.340412,7432.277911,7444.398158,7339.711587,7220.007476,7082.509976,6998.33454,6755.153503,6492.469646,6256.014104,6009.125436,5691.077665,5441.950625
20140317,5213.020634,5130.714679,4952.265428,4731.620789,4714.823881,4571.607261,4460.63315,4327.869153,4298.146801,4184.192656,4257.988898,4134.467352,4029.184037,4059.991916,3973.979203,4037.550675,3981.099391,3970.953191,3953.838996,3977.53338,3926.282072,3961.574358,4092.758807,4113.337648,4129.596497,4478.293552,4526.141324,4714.10773,4908.701661,5224.570715,5439.704687,5617.129909,6060.909177,6809.621719,7105.585403,7442.618208,7663.10755,7793.340526,7922.257697,8041.020132,8225.316349,8251.344359,8312.027171,8508.209671,8431.06722,8539.692961,8456.362007,8194.243175,7759.586078,7283.951719,7278.610608,7114.253323,7136.54208,7266.462328,7376.448882,7649.682944,7787.386472,7795.372385,7782.311529,7863.762138,7796.816036,7866.448553,7932.383915,8027.853158,8066.541414,8168.118553,8223.922944,8294.680855,8374.072154,8420.27306,8435.539211,8316.058685,8421.824769,8387.287434,8583.695362,8824.850263,8800.857895,8994.639063,8838.956973,8689.486957,8746.011185,8581.429539,8612.970641,8622.759687,8567.99727,8507.509622,8323.583848,8124.70824,8018.902483,7923.734425,7607.927451,7438.616085,7186.437813,6831.502106,6522.574663,6219.995773
20140318,5949.516899,5695.360797,5528.484325,5424.046365,5211.361546,5188.454802,4992.464071,4976.794885,4813.387812,4842.34949,4762.098577,4775.105986,4652.155091,4558.726825,4514.918618,4468.77824,4473.318519,4522.982713,4470.327912,4498.919729,4479.518371,4444.766472,4474.295115,4627.81847,4601.670568,4833.673907,4997.855913,5156.093759,5378.950386,5613.325666,5746.183462,6019.363495,6423.967179,6951.214753,7270.227771,7578.191422,7898.53431,8163.30454,8144.687039,8329.966448,8359.025708,8469.614244,8567.023487,8661.672401,8682.624983,8790.072368,8726.386727,8449.996382,7929.732517,7611.410139,7489.509366,7319.180082,7403.837705,7502.142549,7693.892731,8019.982287,7919.360986,8023.904967,8076.423289,8092.589309,8063.219358,8060.879621,8068.701119,8160.689129,8207.735099,8291.464917,8330.876793,8366.996974,8488.543503,8429.942796,8366.118833,8310.652681,8309.274408,8314.365065,8538.138536,8813.519111,8916.195066,8955.160839,8986.855395,8836.464655,8894.004473,8732.841398,8777.972006,8613.814638,8588.324687,8521.654162,8452.384425,8302.410494,8091.668585,7888.743421,7756.648142,7404.26208,7102.864359,6929.802779,6634.117582,6298.418042
20140319,6003.445601,5687.734754,5566.237598,5481.57755,5355.602583,5219.003109,5083.865231,5027.890896,5015.611957,4879.815255,4822.580017,4773.797747,4677.275181,4698.194589,4569.13347,4620.70352,4681.659096,4542.507746,4553.329745,4557.25097,4557.977985,4554.642155,4648.059654,4635.439178,4746.855609,4897.754144,5021.823158,5249.493701,5373.998536,5600.127846,5829.827435,6047.351875,6436.269786,6990.699573,7425.791036,7677.443471,7882.467812,8058.053914,8212.495083,8422.079588,8519.879935,8616.667796,8697.568027,8741.127138,8767.624046,8787.717402,8813.130723,8583.023734,8104.562698,7610.575066,7598.836611,7389.302352,7428.710542,7493.135905,7625.588338,7982.112517,8056.003043,8213.229276,8137.614769,8161.987862,8158.354145,8111.315838,8174.66227,8238.285346,8253.497565,8346.267007,8475.151004,8481.821694,8456.094869,8551.394556,8441.405674,8302.356562,8282.154178,8339.784885,8610.359013,8900.265823,8991.56426,8979.443043,8949.840098,8816.915954,8760.722302,8709.387089,8694.079325,8650.038997,8614.260838,8524.368125,8452.249983,8257.542368,8054.605855,7869.805723,7704.419753,7505.467418,7090.985642,6784.677878,6523.051127,6294.795674
20140320,5924.638339,5836.134375,5668.071496,5525.276826,5440.687879,5195.280304,5171.86528,4994.301736,4912.170575,4907.764835,4842.763001,4866.045329,4748.164236,4674.096588,4645.473149,4691.180131,4541.781604,4519.939144,4504.932953,4630.115527,4612.245896,4597.401792,4642.416776,4707.743463,4670.904318,4852.031448,5031.990213,5305.01912,5440.351192,5656.293174,5747.290814,6093.589835,6480.157533,7036.911925,7375.157812,7677.439688,8028.466974,8215.265888,8295.973865,8387.810361,8573.946086,8602.803586,8727.813306,8875.828322,8874.384671,8996.515625,8971.414935,8704.834588,8112.964935,7720.868528,7553.279203,7506.204424,7536.469976,7714.191727,7776.043486,8119.637565,8187.533685,8251.216513,8213.736004,8313.880065,8242.48273,8258.985049,8345.753586,8370.852336,8376.318092,8433.951612,8445.879605,8518.250723,8488.450674,8598.216941,8590.588667,8462.221777,8513.176168,8624.928898,8737.38255,8849.9462,8845.465576,8910.926414,8708.034424,8686.485098,8689.233108,8600.184392,8624.960132,8558.730181,8419.572138,8396.909737,8163.099967,7976.490494,7785.744359,7685.64259,7404.66366,7202.949153,6950.072287,6686.895379,6284.913799,6030.211102
20140321,5712.467911,5526.646563,5470.752253,5307.82824,5191.922261,5168.600066,5001.169433,4928.025904,4865.859671,4760.596241,4821.700518,4783.242443,4618.000033,4526.704991,4551.4494,4514.798338,4442.640814,4479.914325,4471.439532,4436.368988,4441.202401,4493.532155,4581.827278,4624.584975,4646.761891,4727.656011,4885.395083,5144.627583,5324.271777,5527.831612,5676.946899,5892.159441,6425.588922,6870.828816,7191.956628,7510.728504,7686.884384,7832.295823,8005.241973,8050.611201,8139.506463,8326.290148,8528.890362,8428.240543,8476.387269,8745.971415,8564.07944,8309.326497,7852.713256,7393.964754,7318.598955,7149.421061,7221.21338,7415.202516,7556.377771,7820.978833,7774.014828,7953.725855,7848.237385,7867.459293,7841.800756,7960.477928,7870.08227,8059.527829,8061.950016,8175.536628,8185.829589,8307.048355,8237.377911,8367.300099,8323.908701,8183.737105,8248.70528,8261.817352,8459.591234,8699.371645,8717.892631,8732.156481,8686.287121,8545.430608,8539.62477,8443.91681,8609.127598,8438.968355,8392.235986,8353.638619,8193.411497,8120.478652,7981.411595,7905.381152,7567.743552,7328.374712,7118.709309,6822.231234,6580.198774,6301.017254
20140322,6014.891892,5788.130724,5656.550806,5437.426448,5358.834235,5242.11171,5138.305608,5050.066842,5032.860691,4878.553479,4760.829235,4726.084029,4589.242443,4537.199227,4536.384136,4500.32264,4406.964408,4480.933116,4496.390551,4570.421242,4571.524326,4500.017672,4585.767418,4547.480354,4627.924588,4713.624088,4677.083412,4986.475,5044.923223,5280.355609,5462.834531,5588.673989,6022.649564,6564.494474,6862.442681,7171.292524,7309.138545,7520.715139,7634.740288,7746.232476,7979.407187,8043.049178,8117.331875,8130.56995,8164.555937,8270.470625,8231.753948,8016.048355,7478.930255,7076.818404,7000.473972,6949.223537,6915.68278,6967.970436,7162.498504,7419.900905,7468.438347,7462.705938,7444.154688,7388.613264,7469.002014,7519.152566,7497.112517,7532.910658,7472.515354,7702.033068,7770.365009,7726.293059,7845.155986,7761.596694,7838.826348,7734.813248,7741.368314,7835.297779,7926.720279,8192.702039,8305.024062,8443.816415,8375.33102,8206.827664,8074.699211,8078.344277,8116.498257,8082.141924,7963.652253,7969.608635,7912.501825,7734.428158,7652.51903,7598.831858,7381.653611,7196.965708,6941.847269,6663.621587,6333.52079,6140.984326
20140323,5968.468759,5681.333142,5553.491604,5364.386127,5180.969506,5040.223767,4948.917861,4907.723125,4721.224523,4761.119071,4633.911719,4477.983249,4562.206118,4427.578363,4395.314902,4402.885946,4358.148964,4342.425749,4306.596859,4293.689457,4377.405986,4295.414408,4389.593939,4441.37574,4364.207681,4472.287894,4571.392212,4637.279268,4746.489531,4892.847302,5054.518075,5187.210486,5490.353528,5815.151529,6126.424432,6286.929556,6386.546422,6551.852755,6745.415576,6907.286266,6991.395839,7122.993314,7142.592746,7173.074802,7309.176472,7429.201168,7372.807599,7183.894861,6847.6237,6579.721825,6523.760682,6421.126825,6423.815083,6458.983306,6473.815576,6575.592632,6619.16833,6626.532861,6647.849096,6649.026094,6555.808512,6757.179736,6682.190394,6659.391611,6729.12171,6875.881061,6896.876226,7016.178175,7056.809729,7233.571859,7191.434186,7177.29954,7285.792779,7288.224375,7368.144227,7516.371382,7653.655288,7750.129063,7686.849852,7606.629688,7677.987738,7605.61662,7579.148618,7588.402418,7495.370009,7546.28366,7485.150477,7365.531629,7152.737491,7092.06079,6894.650658,6659.011662,6380.751448,6110.026291,5959.112624,5622.5137
20140324,5335.831267,5166.920123,5176.980963,4914.640098,4797.695346,4620.497007,4519.201168,4531.910205,4466.146727,4378.857106,4280.389399,4397.577039,4242.48403,4271.190016,4209.096242,4206.601596,4165.049318,4221.433963,4106.572771,4166.34,4096.664318,4235.231825,4262.441004,4261.90343,4455.735814,4619.818783,4771.47838,4952.014877,5120.65995,5316.431267,5623.654614,5751.94662,6209.762952,6709.92347,7215.371167,7454.089137,7624.597483,7921.779293,8005.892746,8222.668734,8325.182796,8338.587517,8540.500098,8577.371447,8505.591447,8722.757763,8600.424079,8406.714885,7846.23676,7435.07995,7313.992813,7283.325099,7219.662738,7424.700271,7473.355083,7792.284293,7843.471678,7888.679983,7883.007714,7883.228486,7968.689754,7971.216119,8044.088339,8110.515394,8089.885822,8173.93477,8206.290575,8300.459145,8356.811004,8366.907928,8366.784835,8267.518915,8235.586612,8326.853815,8497.30852,8779.224276,8950.344013,8901.929276,8838.697401,8755.387302,8699.470197,8656.747517,8675.394506,8702.86704,8599.444573,8464.715938,8332.430345,8194.612648,8030.752779,7823.68523,7631.883347,7476.447443,7038.796538,6789.740502,6441.130165,6262.888882
20140325,5947.858199,5729.674062,5652.361958,5489.973191,5398.659137,5224.737846,5109.436662,4957.471612,4925.208248,4869.422287,4839.083306,4798.770979,4704.195009,4693.490962,4698.72741,4569.691899,4562.334449,4585.585543,4506.241192,4626.557179,4574.241102,4533.331061,4678.040123,4726.103429,4788.173438,4884.859934,5019.543076,5300.067755,5483.079983,5635.40403,5803.472632,6094.513372,6476.468429,7011.424787,7338.74537,7650.248939,7896.927796,8057.242121,8283.308963,8308.811233,8498.812796,8679.395756,8698.412994,8722.891332,8809.196694,8947.884869,8749.595723,8586.249178,7982.410016,7614.124005,7630.504104,7572.437188,7545.985288,7516.813799,7795.412155,8005.310164,8030.420263,8222.035033,8329.016333,8278.942023,8364.206381,8278.122664,8268.786414,8288.551037,8342.922253,8479.265065,8530.681661,8517.139588,8711.023964,8719.229194,8502.650213,8420.949441,8446.092714,8402.69569,8600.845641,8868.29278,8992.197088,9201.645987,9056.330675,8921.044096,8907.353322,8871.362927,8770.550148,8741.163125,8621.941201,8558.434622,8505.202089,8397.930856,8175.060164,7923.289292,7799.807031,7486.874458,7193.340139,6921.579507,6765.033438,6367.051653
20140326,6034.152212,5911.10907,5671.486381,5587.359251,5391.856333,5325.416086,5316.642533,5226.128438,5140.695009,5015.239671,4996.702195,4876.45954,4881.680856,4768.193766,4729.503667,4815.984696,4695.039276,4686.958109,4646.346925,4589.855386,4574.736093,4676.831406,4664.350707,4836.846777,4919.062328,5123.907122,5118.216423,5401.123034,5455.092088,5661.5756,5853.595345,6092.857582,6534.398963,7221.542986,7568.559613,7717.87278,8001.162056,8206.63347,8301.929277,8412.084902,8554.713799,8683.906644,8835.212385,8873.99056,8946.827763,8972.062895,9000.768881,8716.81273,8100.435542,7695.28245,7735.325214,7576.630304,7556.698356,7625.92551,7852.545543,8166.574507,8253.114803,8310.789063,8362.597927,8369.525279,8434.936744,8392.039852,8501.769162,8505.508027,8559.659441,8545.286563,8720.114901,8699.859458,8750.163076,8715.431644,8547.903914,8486.024704,8402.420016,8501.509687,8654.071481,8884.780937,9164.492368,9156.352516,9128.86194,9007.940576,9009.747977,8910.938733,8862.074983,8799.448388,8706.91194,8617.808322,8528.779588,8365.221777,8122.341052,8003.05472,7794.872253,7530.081168,7175.043611,6996.263396,6658.074351,6422.752254
20140327,6110.459687,5880.729737,5834.056538,5668.149096,5501.278347,5339.872772,5286.24574,5143.965946,5092.972755,5005.473323,5060.099358,4957.233865,4945.785634,4790.221496,4842.412928,4705.493742,4663.584795,4719.40296,4734.607516,4697.933659,4706.352483,4667.331226,4706.632813,4747.219844,4850.450542,5080.736496,5265.515773,5446.464326,5533.340921,5740.885904,5953.529983,6130.244292,6575.326464,7148.316037,7582.506661,7886.822336,8073.874129,8369.457961,8442.811398,8566.453224,8678.906003,8773.593717,8814.993996,8942.617187,8973.857007,9026.152714,8903.632402,8824.853076,8297.202467,7708.030675,7673.431842,7592.96588,7650.782245,7676.680469,7882.303882,8237.055871,8303.621151,8445.788619,8410.933027,8424.521563,8380.108076,8425.698076,8511.81681,8652.880806,8673.234704,8708.167023,8731.545575,8779.437385,8745.098027,8794.033848,8635.377253,8577.917072,8511.204934,8589.344836,8699.557303,8974.140247,9131.362697,9244.599721,9136.436185,9026.957911,8965.686891,8963.525246,8884.98454,8787.229589,8799.940954,8614.886003,8576.174079,8329.831036,8197.29528,8036.215625,7858.351381,7504.933142,7318.230937,6992.246529,6743.252088,6442.443545
20140328,6114.017162,5917.494095,5816.776958,5649.654688,5635.069186,5461.902361,5369.553996,5231.250329,5152.716801,5239.884687,5126.013865,5099.773134,5047.62574,4859.166768,4924.31449,4966.494358,4906.132228,4850.365279,4754.773816,4758.268726,4784.409547,4851.916891,4962.916028,4831.267434,4976.505534,5124.895649,5236.04824,5580.693314,5698.279721,5890.775542,6063.017278,6206.53227,6612.910181,7251.456234,7646.312582,8044.887813,8271.707763,8472.152928,8509.573685,8691.088815,8765.39324,8958.350296,8982.126645,9211.081662,9155.309572,9258.67898,9138.452039,8873.280132,8427.725279,7982.56153,7853.213388,7827.590838,7870.098372,7813.190412,8077.515412,8312.675131,8380.87069,8466.206925,8456.254046,8534.036891,8558.548306,8569.65694,8581.726941,8629.314753,8605.0988,8824.676924,8850.221777,8960.343355,8884.54222,9117.627303,8967.425131,8859.460542,8795.977631,8722.881826,8846.822994,8986.888569,9022.997401,9177.72375,8987.064721,8911.365921,8924.91847,8921.007236,8803.730938,8718.664654,8605.494754,8594.79449,8424.838947,8248.26005,8222.752154,7917.951382,7770.688116,7523.478281,7383.942714,7041.998314,6858.791892,6541.817911
20140329,6290.47995,6078.97921,5861.903783,5791.719918,5647.418256,5469.892639,5473.471842,5312.229712,5181.817771,5216.366455,5069.886464,5009.437713,4942.557862,4925.915863,4954.307763,4822.011694,4847.828438,4805.129523,4667.305715,4702.538249,4798.144359,4738.487516,4813.260839,4785.917121,4737.507525,4985.692598,4987.275444,5218.718996,5236.7738,5441.111866,5551.378265,5969.826662,6288.90176,6915.68472,7242.67463,7546.156299,7852.09556,8078.096151,8229.945674,8251.942073,8339.669358,8573.235658,8572.962894,8662.276711,8719.96523,8697.626809,8757.751677,8519.697187,7982.403323,7471.075971,7413.022344,7307.236472,7368.007845,7575.04125,7721.95745,8022.061579,8004.358109,7926.726875,7882.968914,8005.878487,8024.122829,7962.2313,7988.115362,7918.485658,7958.95949,8112.309506,8114.607533,8195.363816,8157.747895,8094.980165,8074.217121,7935.59801,7974.934129,7843.585362,8025.861069,8260.522402,8452.077517,8580.590198,8453.957862,8459.544868,8436.414539,8267.471579,8303.488552,8260.875773,8144.55444,8062.051381,7921.083997,7824.444934,7773.901241,7555.875214,7530.649588,7311.634161,7039.615412,6745.559621,6583.01546,6301.682771
20140330,5981.706834,5871.866653,5632.992319,5587.622121,5369.716859,5310.213955,5090.438824,5167.50222,4986.862418,4848.869054,4812.022343,4769.228174,4646.562944,4621.726579,4449.807853,4407.404885,4512.309318,4497.172953,4479.976793,4427.424909,4298.823667,4279.682657,4376.617376,4363.078504,4471.046003,4502.813503,4417.345542,4576.87213,4696.99208,4824.60625,4985.272006,5103.698627,5306.990354,5816.996275,6089.421842,6242.285403,6539.502812,6743.760271,6823.278931,7077.822451,7252.614802,7340.116562,7502.188042,7487.307854,7671.320346,7895.529638,7760.794795,7763.797236,7327.855083,6960.812418,6922.766496,6940.342993,6734.815222,6903.853339,6886.310016,6973.923035,7001.899096,7113.375764,7061.591538,7082.384943,7041.506233,6983.790748,7074.183981,7120.555995,7203.981233,7412.84949,7504.448627,7581.233536,7627.513594,7686.457681,7681.130247,7719.562714,7658.374144,7535.976052,7652.216875,7713.257229,7713.683059,7715.294326,7625.597747,7569.675986,7584.021316,7617.157583,7583.411283,7570.893627,7391.149038,7299.132122,7304.229375,7048.114358,6896.150181,6607.094934,6419.163545,6220.748881,6021.334729,5875.068914,5631.586595,5434.082179
20140331,5184.990641,5023.487484,4927.320132,4825.43366,4657.346628,4623.852237,4448.819811,4409.963939,4408.185444,4282.077878,4303.813347,4315.441028,4185.481398,4168.853076,4084.5787,4120.471998,4107.904096,4084.939055,4023.360642,4070.904416,4096.569646,4090.566316,4109.282854,4190.587187,4267.432624,4428.531291,4488.223733,4583.597722,4744.231662,4969.303478,5065.419129,5302.706349,5656.055912,6199.393264,6535.969005,6979.607623,7220.847302,7426.660641,7645.9337,7827.491316,8033.102895,8258.158997,8229.615971,8214.341381,8440.331496,8371.165937,8339.874901,8186.014277,7880.560986,7312.886431,7350.371596,7177.104861,7136.404243,7330.814844,7288.532738,7555.977549,7699.457912,7757.68546,7799.456085,7726.851003,7747.946563,7771.420757,7787.721316,7973.095494,7914.224836,8022.359951,8191.750954,8108.796069,8226.779885,8258.923454,8170.720675,8154.262006,8105.652105,7997.882583,8142.849277,8426.919112,8523.404721,8501.949194,8517.728766,8530.334013,8425.828832,8292.263421,8268.925609,8181.983733,8163.803799,8119.785296,7969.230723,7790.844425,7710.783438,7478.463297,7367.84634,7138.626028,6872.703438,6574.683257,6269.165946,5998.568635
